,Address,Title,Country Name,Description,Tags,Profile Link
85,AL-BILAD ARABIA CO. LTD,"Stand No- H15-82, Hall No- Hall 15",Saudi Arabia,Embrace Albilad Arabia: Pioneering Digital Transformation and IT Services; leading Saudi-owned Private company in line Vision 2030,Smart Cities - AgriTech & FoodTech - Big Data & Analytics - Blockchain - Data Centres - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTUyOQ==
86,ALADDIN,"Stand No- H4A-A10, Hall No- Hall 4A",Russian Federation,We are a corporate solution for managing employees' benefits. It helps attract and retain talented employees by offering them a wide range of benefits,Education Tech - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NDE1MA==
87,ALALMIYA ALHURA FOR INFORMATION TECHNOLOGY,"Stand No- H13-B45, Hall No- Hall 13",Egypt,"Leading Middle East IT firm offering software, web and application design, IT consulting, digital marketing, and managed services",Retail Tech - Software Services - Artificial Intelligence - Coding and Development - Ecommerce - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/Mzg0Mg==
88,ALBERT HEALTH,"Stand No- H13-B17, Hall No- Hall 13",Türkiye,"Evidence-based, multi chronic disease management platform that leverages AI.", - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MzYxNw==
89,ALFAZANCE CONSULTING DMCC,"Stand No- H7-D1-MS7, Hall No- Hall 7",United Arab Emirates,"Alfazance is a Microsoft Dynamics Consulting and Implementation partner dealing in Strategy Consulting, Application Consulting and Implementation.",Software Services - Cloud Services - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NDM5NQ==
90,ALIBABA CLOUD MIDDLE EAST AND AFRICA,"Stand No- H8-D10, Hall No- Hall 8",United Arab Emirates,"Alibaba Cloud, Local Cloud Ultimate Service", - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NDM1
91,ALISTECH TRADING LLC (GLOBALIS INTERNATIONAL INC.),"Stand No- H3-A10, Hall No- Hall 3",United Arab Emirates,"Globalis International is a Leader in Banking, Printing, Mobility and Kiosk Solutions.","Retail Tech - Consumer Tech, Smart Home & Smart Workplace - Ecommerce - Education Tech - Fintech - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/OTU4
92,ALMOAYYED COMPUTERS MIDDLE EAST,"Stand No- H14-C20, Hall No- Hall 14",Bahrain,"ACME is a leading Cloud & Managed Service Provider, Application Implementer & Modernization and System Integrator based in the Kingdom of Bahrain.",Big Data & Analytics - Blockchain - Cloud Services - Coding and Development - Cyber security - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NDE0NA==
93,ALMOE DIGITAL SOLUTIONS LLC,"Stand No- H4-D1, Hall No- Hall 4",United Arab Emirates,"Established in 1995, we have been at the forefront of the distribution and integration of the latest audio-visual and information technology.",3D Printing & Printing Services - 5G & Telecommunications - AgriTech & FoodTech - Artificial Intelligence - Big Data & Analytics - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/OTIx
94,ALPHA DATA LLC,"Stand No- H7-D1-MS19, Hall No- Hall 7",United Arab Emirates,lpha Data is one of the leading Digital Transformation providers & System Integrators in the Middle East. Established in 1981.,3D Printing & Printing Services - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/Mzg4Mg==
95,ALPHA TECH,"Stand No- H15-11, Hall No- Hall 15",United Arab Emirates,ALPHA TECH IS A RETAIL AND ENTERPRISE DISTRIBUTION SPECIALIST WITH 3 DECADES OF EXPERIENCE IN THE SECTOR HEADQUARTERED IN THE UNITED ARAB EMIRATES,"Mobile Accessories & Peripherals - Consumer Tech, Smart Home & Smart Workplace - Gaming - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTAxNQ==
96,ALPHA VISION TECHNOLOGY LIMITED,"Stand No- H10-14, Hall No- Hall 10",Hong Kong Special Administrative Region,Alpha Vision Technology Limited is a pioneering company dedicated to the development of AI solutions aiming to enhance the safety of the elderly,Artificial Intelligence - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NzQx
97,ALTEREDVERSE,"Stand No- H1-A46, Hall No- Hall 1",Singapore,Monetizing Geospatial Data with Insights.,Retail Tech - Smart Cities - Artificial Intelligence - Big Data & Analytics - Blockchain - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MjU3Mw==
98,ALWAFAI INTERNATIONAL COMPANY LLC,"Stand No- H8-20, Hall No- Hall 8",Saudi Arabia,"WafaiCloud® Offering Cloud Hosting Services Locally hosted in Saudi Arabia, we are one Of The Top Cloud Service Providers.",Artificial Intelligence - Big Data & Analytics - Blockchain - Cloud Services - Coding and Development - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NTcw
99,AMARYLLO INC.,"Stand No- H25-C45, Hall No- Hall 25",United States of America,"Amaryllo An award-winning PaaS company, that specializes in offering cutting-edge vertical cloud services to both businesses and the consumer market.","Artificial Intelligence - Big Data & Analytics - Blockchain - Cloud Services - Consumer Tech, Smart Home & Smart Workplace - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NjE5
100,AMAZE PATRYK HAJDARA,"Stand No- H2-D41, Hall No- Hall 2",Poland,We are producing the 3d printing system for buildings,Smart Cities - Sustainability & Green Tech - 3D Printing & Printing Services - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MzU4OQ==
101,AMAZON WEB SERVICES,"Stand No- H8-A1, Hall No- Hall 8",United Arab Emirates,"AWS has been the world’s most comprehensive cloud offering with more than 240 featured services for compute, storage, analytics, ML and AI.", - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NDM0
102,AMD,"Stand No- H7-F55, Hall No- Hall 7",United Kingdom,"For more than 50 years AMD has driven innovation in high-performance computing, graphics and visualization technologies.",Agnostic - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NTA4
103,AMDOCS MANAGEMENT LIMITED,"Stand No- H21-D20, Hall No- Hall 21",Israel,"Amdocs helps those who build the future to make it amazing, empowering our customers to provide next-generation communication & media experiences.",5G & Telecommunications - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTAzNQ==
104,AMEER MIRZAE GENERAL TRADING LLC,"Stand No- H13-A40, Hall No- Hall 13",United Arab Emirates,"POWER, JUST FASTER","Consumer Tech, Smart Home & Smart Workplace - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NTY1
105,AMIVIZ,"Stand No- H24-A40, Hall No- Hall 24",United Arab Emirates,AmiViz is the first B2B enterprise marketplace focused on the cybersecurity industry in the Middle East.,Cyber security - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NDM2
106,AMK INTERNATIONAL DMCC,"Stand No- H11-D99, Hall No- Hall 11",United Arab Emirates,AMK International DMCC are proud to be direct partners with leading mobile phone brands.,5G & Telecommunications - Big Data & Analytics - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTYyNw==
107,AMP CONNECT,"Stand No- H13-B45, Hall No- Hall 13",United Arab Emirates,"AMP CONNECT has comprehensive knowledge, high production capacity and wide production range, we have more than 4000 types of group sockets, PDU...etc","Sustainability & Green Tech - Consumer Tech, Smart Home & Smart Workplace - Data Centres - Energy Tech - Future Mobility & Transportation - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/Mzg0MA==
108,AMPLICON MIDDLE EAST,"Stand No- H25-E20, Hall No- Hall 25",United Arab Emirates,"Amplicon Middle East provides solutions for smart city applications, IoT, Artificial intelligence, Edge computing and automation.", - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NTQw
109,AMRUT SOFTWARE PRIVATE LIMITED,"Stand No- H5-2, Hall No- Hall 5",India,"Today our customers range from IT / ITES, BFSI, manufacturing, telecom, media to medical space covering the broad segment from fortune 500 to SME",Software Services - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NjI1
110,ANAPLAN,"Stand No- H5-40, Hall No- Hall 5",United Kingdom,"Anaplan is a leading provider of enterprise cloud software, empowering organizations across industries to see, plan and lead better business outcomes.",Retail Tech - Software Services - Big Data & Analytics - Cloud Services - Fintech - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/Njk5
111,ANDALUCIA TRADE,"Stand No- H14-4, Hall No- Hall 14",Spain,"Export & investment promotion services from Andalusia, Spain", - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NzI5
112,ANDORIX INC,"Stand No- H2-B65, Hall No- Hall 2",Canada,Converged Network Management for Real Estate Properties Laying the Digital Foundation for Your Building Infrastructure,PropTech - Smart Cities - 3D Printing & Printing Services - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MzU3Mw==
113,ANGEL CELLULAR LLC,"Stand No- H11-M105, Hall No- Hall 11",United States of America,Wholesale Cellphone Distributor, - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTYyNg==
114,ANKER INNOVATIONS,"Stand No- H14-E30, Hall No- Hall 14",United Arab Emirates,"Anker Innovations is a global leader in charging technology, premium audio, mobile entertainment, home security, home appliances, 3D Printing & more", - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/Mzk3Nw==
115,ANOMALI,"Stand No- H3-C1, Hall No- Hall 3",United Arab Emirates,Anomali Inc. is an American cybersecurity company that develops and provides threat intelligence products., - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MzUzOA==
116,ANTLABS PTE LTD,"Stand No- H1-A50, Hall No- Hall 1",United Arab Emirates,"Founded in Singapore in 1999, ANTlabs provides networking technology solutions globally in 3 main focus areas: Hospitality, Large Venue, and Telcos.",Networking & Infrastructure - 5G & Telecommunications - Cloud Services - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MjA2NA==
117,"ANXINSEC (AB) TECHNOLOGY CO., LTD","Stand No- H22-07, Hall No- Hall 22",United Arab Emirates,"Anxinsec (AB) Technology Co., Ltd. (hereafter referred to as Anxinsec) is a cybersecurity solution and service provider.",Big Data & Analytics - Cyber security - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTM3Nw==
118,ANYDESK,"Stand No- H23-17, Hall No- Hall 23",United Kingdom,Remote Desktop Software. AnyWhere. AnyTime. AnyDesk, - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MjgyMw==
119,AONE,"Stand No- H14-J6, Hall No- Hall 14",Saudi Arabia,Aone is a Saudi-based technology services company established in 2019. Specialize in developing integrated event management solutions for events .,"Software Services - Cloud Services - HealthTech - Internet of Things (IOT) - Media, Marketing & Advertising Tech - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NDk4Mg==
120,APGILE LLC,"Stand No- H4A-14, Hall No- Hall 4A",United States of America,Apgile allows customers and users to request service remotely with real-time notifications to staff.,"Mobile Accessories & Peripherals - Big Data & Analytics - Consumer Tech, Smart Home & Smart Workplace - HealthTech - Internet of Things (IOT) - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MjU2NA==
121,APL GLOBAL LOGISTICS LLC,"Stand No- H11-B74, Hall No- Hall 11",United Arab Emirates,"We are Logistics service providers Based in UAE and having Global presence in Netherland & Hong Kong. Specialized in Air & Sea Cargo, Custom Brokerage", - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTM4MQ==
122,"APLONG TECH CO., LIMITED","Stand No- H11-C84, Hall No- Hall 11",China,APLONG provides all kinds of phone/pad repair machines and is committed to being the best mobile phone parts wholesale supplier in the world.,Mobile Accessories & Peripherals - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTQyMA==
123,APPSENTINELS,"Stand No- H23-A05.8, Hall No- Hall 23",India,AppSentinels is a complete API Security Platform continuously discovering all APIs and various attributes to bring full visibility of all API assets.,Cloud Services - Coding and Development - Cyber security - Ecommerce - Fintech - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NDM3MA==
124,APPSINNOVATE SOFTWARE,"Stand No- H13-B45, Hall No- Hall 13",Egypt,"Games development, gamification, game-based learning on mobile, desktop or VR/AR used for training, learning & education or for communication purposes","Coding and Development - Education Tech - Gaming - Metaverse, Immersive Tech - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MzgzOQ==
125,"APPTIO, AN IBM COMPANY","Stand No- H8-A1-4, Hall No- Hall 8",France,"Apptio, an IBM Company, is the leading technology spend & value mngt software provider and a category leader in TBM, FinOps, & Agile Portfolio Mngt.", - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MjQ3MQ==
126,AQM TECHNOLOGIES PRIVATE LIMITED,"Stand No- H15-D30-7, Hall No- Hall 15",India,"AQM Technologies Pvt Ltd is a 23-year-old software testing lab with a singular focus on Banking, Financial Services, e-Governance and NBFC sectors.",3D Printing & Printing Services - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MzQyNA==
127,AQUILA I - FZCO,"Stand No- H25-27, Hall No- Hall 25",India,A Cyber Security Threat Management product company delivering visibility across the multiple threat vectors for organizations via a single platform.,Cyber security - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MzMwMA==
128,ARAB FINANCIAL SERVICES (AFS),"Stand No- H20-A10, Hall No- Hall 20",Bahrain,"AFS's leading digital payments solutions empower clients and customers with reimagined payments experiences that are faster, better, and more secure.",Fintech - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NTE5OQ==
129,ARCAD WORLD COMPUTER SYSTEM LLC,"Stand No- H2-C40, Hall No- Hall 2",United Arab Emirates,"Importers & Distributor For the computer Accessories, Networking Products, Security Products, And Laptop, Desktop, Printer and Computer Peripherals.",Mobile Accessories & Peripherals - Networking & Infrastructure - Software Services - 5G & Telecommunications - Gaming - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NTQwNw==
130,ARCHITUBE SP. Z O.O.,"Stand No- H2-D41, Hall No- Hall 2",United Arab Emirates,Our Digital Twins together with BIM & GIS helps facility managers in day-to-day operations. 3d scanning helps with as-builts and efficient design.,PropTech - Smart Cities - Big Data & Analytics - Gaming - Internet of Things (IOT) - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/Mjc5Nw==
131,"ARGOSDYNE CO., LTD.","Stand No- H23-D43, Hall No- Hall 23","Korea, Republic Of","ARGOSDYNE is a drone platform company, We provide solutions and services through a variety of drones and stations in a system tailored to your needs.",Unmanned Aerial Vehicles (Drones) - 5G & Telecommunications - AgriTech & FoodTech - Blockchain - Future Mobility & Transportation - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTcxMw==
132,ARIES - ROMANIAN ASSOCIATION FOR ELECTRONIC AND SOFTWARE INDUSTRY,"Stand No- H23-A30, Hall No- Hall 23",Romania,"Romanian Association for Electronics and Software Industry is a professional, non-governmental organization with 270 members at the national level.",Agnostic - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MzcxNg==
133,ARKSIGNER,"Stand No- H23-C43, Hall No- Hall 23",Türkiye,"ArkSigner, which provides services in the field of digital security in Turkey and the world, was established in Ankara in 2015.", - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MzYxNg==
